,name,cmc,legalities,reprint,set,set_type,rarity,prices
2164,Flood of Tears,6.0,legal,True,voc,commander,rare,0.24
2165,Floodtide Serpent,5.0,legal,False,bng,expansion,common,0.02
2166,Floodwaters,6.0,legal,False,akh,expansion,common,0.04
2167,Flower // Flourish,7.0,legal,False,grn,expansion,uncommon,0.08
2168,Flower // Flourish,7.0,legal,False,grn,expansion,uncommon,0.08
2169,Flummoxed Cyclops,4.0,legal,False,thb,expansion,common,0.01
2170,Flurry of Horns,5.0,legal,True,jmp,draft_innovation,common,0.04
2171,Flutterfox,2.0,legal,False,eld,expansion,common,0.01
2172,Flux Channeler,3.0,legal,False,war,expansion,uncommon,0.58
2173,Fluxcharger,4.0,legal,False,dgm,expansion,uncommon,0.08
2174,Flying Crane Technique,6.0,legal,False,ktk,expansion,rare,0.13
2175,Foe-Razer Regent,7.0,legal,False,dtk,expansion,rare,0.37
2176,Fog,1.0,legal,True,ema,masters,common,0.17
2177,Fogwalker,2.0,legal,False,emn,expansion,common,0.07
2178,Folio of Fancies,2.0,legal,False,eld,expansion,rare,0.66
2179,Font of Agonies,1.0,legal,False,rna,expansion,rare,0.47
2180,Font of Fertility,1.0,legal,False,jou,expansion,common,0.40
2181,Font of Fortunes,2.0,legal,False,jou,expansion,common,0.10
2182,Font of Ire,2.0,legal,False,jou,expansion,common,0.01
2183,Font of Return,2.0,legal,False,jou,expansion,common,0.10
2184,Font of Vigor,2.0,legal,False,jou,expansion,common,0.04
2185,Footlight Fiend,1.0,legal,False,rna,expansion,common,0.10
2186,Forbidding Spirit,3.0,legal,False,rna,expansion,uncommon,0.09
2187,Force Away,2.0,legal,False,ktk,expansion,common,0.07
2188,Forced Adaptation,1.0,legal,False,gtc,expansion,common,0.20
2189,Forced Landing,2.0,legal,False,war,expansion,common,0.01
2190,Forebear's Blade,3.0,legal,False,dom,expansion,rare,0.47
2191,Foreboding Fruit,3.0,legal,False,eld,expansion,common,0.12
2192,Foreboding Ruins,0.0,legal,True,voc,commander,rare,0.50
2193,Forerunner of Slaughter,2.0,legal,False,bfz,expansion,uncommon,0.10
2194,Forerunner of the Coalition,3.0,legal,False,rix,expansion,uncommon,0.24
2195,Forerunner of the Empire,4.0,legal,False,rix,expansion,uncommon,0.49
2196,Forerunner of the Heralds,4.0,legal,False,rix,expansion,uncommon,0.14
2197,Forerunner of the Legion,3.0,legal,False,rix,expansion,uncommon,0.79
2198,Forest,0.0,legal,True,neo,expansion,common,0.42
2199,Forever Young,2.0,legal,False,eld,expansion,common,0.14
2200,Forge Devil,1.0,legal,True,jmp,draft_innovation,common,0.10
2201,Forgeborn Oreads,4.0,legal,False,jou,expansion,uncommon,0.16
2202,Forgestoker Dragon,6.0,legal,False,bng,expansion,rare,0.20
2203,Forgotten Creation,4.0,legal,True,mic,commander,rare,0.23
2204,Fork in the Road,2.0,legal,False,soi,expansion,common,0.08
2205,Forlorn Pseudamma,4.0,legal,False,bng,expansion,uncommon,0.10
2206,Form of the Dinosaur,6.0,legal,False,rix,expansion,rare,0.14
2207,Formless Nurturing,4.0,legal,False,frf,expansion,common,0.01
2208,Forsake the Worldly,3.0,legal,False,akh,expansion,common,0.25
2209,Forsaken Drifters,4.0,legal,False,bng,expansion,common,0.03
2210,Forsaken Sanctuary,0.0,legal,True,c18,commander,uncommon,0.13
2211,Fortified Rampart,2.0,legal,False,bfz,expansion,common,0.11
2212,Fortified Village,0.0,legal,True,mic,commander,rare,0.41
2213,Fortify,3.0,legal,True,tsr,masters,common,0.01
2214,Fortifying Provisions,3.0,legal,False,eld,expansion,common,0.01
2215,Fortress Crab,4.0,legal,True,m20,core,common,0.01
2216,Fortress Cyclops,5.0,legal,False,gtc,expansion,uncommon,0.06
2217,Fortuitous Find,3.0,legal,False,kld,expansion,common,0.08
2218,Fortune's Favor,4.0,legal,False,emn,expansion,uncommon,0.06
2219,Foul Emissary,3.0,legal,False,emn,expansion,uncommon,0.09
2220,Foul Orchard,0.0,legal,True,khc,commander,uncommon,0.10
2221,Foul Renewal,4.0,legal,False,dtk,expansion,rare,0.12
2222,Foul-Tongue Invocation,3.0,legal,True,ima,masters,common,0.13
2223,Foul-Tongue Shriek,1.0,legal,False,dtk,expansion,common,0.18
2224,Foulmire Knight // Profane Insight,1.0,legal,False,eld,expansion,uncommon,0.11
2225,Foundry Assembler,5.0,legal,False,aer,expansion,common,0.04
2226,Foundry Champion,6.0,legal,False,gtc,expansion,rare,0.11
2227,Foundry Hornet,4.0,legal,False,aer,expansion,uncommon,0.06
2228,Foundry Inspector,3.0,legal,True,nec,commander,common,0.22
2229,Foundry Screecher,3.0,legal,False,kld,expansion,common,0.01
2230,Foundry Street Denizen,1.0,legal,True,ddt,duel_deck,common,0.23
2231,Foundry of the Consuls,0.0,legal,True,c18,commander,uncommon,0.14
2232,Fountain of Renewal,1.0,legal,False,m19,core,uncommon,0.54
2233,Fourth Bridge Prowler,1.0,legal,False,aer,expansion,common,0.07
2234,Fragmentize,1.0,legal,False,kld,expansion,common,0.14
2235,Fraying Omnipotence,5.0,legal,False,m19,core,rare,0.46
2236,Fraying Sanity,3.0,legal,False,hou,expansion,rare,5.93
2237,Freejam Regent,6.0,legal,False,aer,expansion,rare,0.12
2238,Frenzied Arynx,4.0,legal,False,rna,expansion,common,0.04
2239,Frenzied Goblin,1.0,legal,True,a25,masters,common,0.11
2240,Frenzied Rage,2.0,legal,False,dom,expansion,common,0.04
2241,Frenzied Raptor,3.0,legal,True,iko,expansion,common,0.01
2242,Frenzied Tilling,5.0,legal,True,gtc,expansion,uncommon,0.07
2243,Fresh-Faced Recruit,2.0,legal,False,grn,expansion,common,0.02
2244,Fretwork Colony,2.0,legal,False,kld,expansion,uncommon,0.04
2245,Friendly Fire,4.0,legal,False,frf,expansion,uncommon,0.06
2246,Frilled Deathspitter,3.0,legal,False,rix,expansion,common,0.14
2247,Frilled Mystic,4.0,legal,False,rna,expansion,uncommon,0.12
2248,Frilled Oculus,2.0,legal,False,gtc,expansion,common,0.02
2249,Frilled Sandwalla,1.0,legal,True,m20,core,common,0.61
2250,Frilled Sea Serpent,6.0,legal,True,m20,core,common,0.01
2251,Frogify,2.0,legal,True,2xm,masters,common,0.16
2252,From Beyond,4.0,legal,False,bfz,expansion,rare,0.60
2253,From Under the Floorboards,5.0,legal,True,c19,commander,rare,0.21
2254,Frontier Bivouac,0.0,legal,True,c20,commander,uncommon,0.37
2255,Frontier Mastodon,3.0,legal,False,frf,expansion,common,0.02
2256,Frontier Siege,4.0,legal,True,c17,commander,rare,0.49
2257,Frontline Devastator,4.0,legal,False,hou,expansion,common,0.02
2258,Frontline Medic,3.0,legal,True,c20,commander,rare,0.20
2259,Frontline Rebel,3.0,legal,False,aer,expansion,common,0.01
2260,Frost Breath,3.0,legal,True,m21,core,common,0.01
2261,Frost Lynx,3.0,legal,True,iko,expansion,common,0.01
2262,Frost Walker,2.0,legal,False,frf,expansion,uncommon,0.06
2263,Frostburn Weird,2.0,legal,False,rtr,expansion,common,0.04
2264,Fruit of Tizerus,1.0,legal,False,thb,expansion,common,0.01
2265,Fruit of the First Tree,4.0,legal,False,frf,expansion,uncommon,0.14
2266,Fry,2.0,legal,False,m20,core,uncommon,0.10
2267,Fugitive Wizard,1.0,legal,True,m15,core,common,0.10
2268,Fumigate,5.0,legal,False,kld,expansion,rare,1.87
2269,Funeral Rites,3.0,legal,True,jmp,draft_innovation,common,0.04
2270,Fungal Infection,1.0,legal,False,dom,expansion,common,0.08
2271,Fungal Plots,2.0,legal,False,dom,expansion,uncommon,0.22
2272,Furious Reprisal,4.0,legal,False,kld,expansion,uncommon,0.02
2273,Furious Resistance,1.0,legal,False,gtc,expansion,common,0.02
2274,Furious Rise,3.0,legal,True,m21,core,uncommon,0.01
2275,Furnace Whelp,4.0,legal,True,jmp,draft_innovation,uncommon,0.07
2276,Furtive Homunculus,2.0,legal,False,soi,expansion,common,0.05
2277,Furyblade Vampire,2.0,legal,False,emn,expansion,uncommon,0.16
2278,"Gadwick, the Wizened",3.0,legal,False,eld,expansion,rare,0.47
2279,Gaea's Blessing,2.0,legal,True,dom,expansion,uncommon,0.27
2280,Gaea's Protector,4.0,legal,False,dom,expansion,common,0.02
2281,Gaea's Revenge,7.0,legal,True,ori,core,rare,0.23
2282,Gainsay,2.0,legal,True,ths,expansion,uncommon,0.06
2283,Galerider Sliver,1.0,legal,False,m14,core,rare,9.18
2284,Galestrike,3.0,legal,True,cmr,draft_innovation,common,0.01
2285,Gallant Cavalry,4.0,legal,False,m19,core,common,0.03
2286,Gallia of the Endless Dance,2.0,legal,False,thb,expansion,rare,0.16
2287,Galloping Lizrog,5.0,legal,False,rna,expansion,uncommon,0.11
2288,Galvanic Bombardment,1.0,legal,False,emn,expansion,common,0.06
2289,Game Trail,0.0,legal,True,nec,commander,rare,0.65
2290,Garenbrig Carver // Shield's Might,4.0,legal,False,eld,expansion,common,0.01
2291,Garenbrig Paladin,5.0,legal,False,eld,expansion,common,0.01
2292,Garenbrig Squire,2.0,legal,False,eld,expansion,common,0.02
2293,"Gargos, Vicious Watcher",6.0,legal,False,m20,core,rare,0.53
2294,Gargoyle Sentinel,3.0,legal,True,jmp,draft_innovation,uncommon,0.06
2295,"Garna, the Bloodflame",5.0,legal,True,c20,commander,uncommon,0.09
2296,Garrison Griffin,3.0,legal,False,eld,expansion,common,0.11
2297,Garrison Sergeant,5.0,legal,False,grn,expansion,common,0.04
2298,Garruk's Horde,7.0,legal,True,w17,starter,rare,0.16
2299,Garruk's Packleader,5.0,legal,True,c19,commander,uncommon,0.25
2300,"Garruk, Apex Predator",7.0,legal,False,m15,core,mythic,12.22
2301,"Garruk, Caller of Beasts",6.0,legal,False,m14,core,mythic,8.93
2302,"Garruk, Cursed Huntsman",6.0,legal,False,eld,expansion,mythic,2.97
2303,Gate Colossus,8.0,legal,False,rna,expansion,uncommon,0.08
2304,Gate Smasher,3.0,legal,False,dtk,expansion,uncommon,0.07
2305,Gate to the Afterlife,3.0,legal,False,akh,expansion,uncommon,0.21
2306,Gatebreaker Ram,3.0,legal,False,rna,expansion,uncommon,0.16
2307,Gatecreeper Vine,2.0,legal,True,ddm,duel_deck,common,0.16
2308,Gatekeeper Gargoyle,6.0,legal,False,grn,expansion,uncommon,0.08
2309,Gates Ablaze,3.0,legal,False,rna,expansion,uncommon,0.23
2310,Gateway Plaza,0.0,legal,True,war,expansion,common,0.15
2311,Gateway Shade,3.0,legal,False,gtc,expansion,uncommon,0.08
2312,Gateway Sneak,3.0,legal,False,rna,expansion,uncommon,0.07
2313,Gather Courage,1.0,legal,True,m15,core,uncommon,0.04
2314,Gather the Pack,2.0,legal,False,ori,core,uncommon,0.15
2315,Gatstaf Arsonists // Gatstaf Ravagers,5.0,legal,False,soi,expansion,common,0.09
2316,Gatstaf Arsonists // Gatstaf Ravagers,5.0,legal,False,soi,expansion,common,0.09
2317,Gauntlets of Light,3.0,legal,False,m20,core,uncommon,0.11
2318,Gavony Unhallowed,4.0,legal,True,gn2,box,common,0.14
2319,Gaze of Granite,3.0,legal,True,c21,commander,rare,0.19
2320,Gearseeker Serpent,7.0,legal,False,kld,expansion,common,0.10
2321,Gearshift Ace,2.0,legal,False,kld,expansion,uncommon,0.14
2322,Gearsmith Guardian,5.0,legal,False,m19,core,common,0.01
2323,Gearsmith Prodigy,1.0,legal,False,m19,core,common,0.01
2324,Geier Reach Bandit // Vildin-Pack Alpha,3.0,legal,False,soi,expansion,rare,1.66
2325,Geier Reach Sanitarium,0.0,legal,True,afc,commander,rare,1.11
2326,Geist of the Archives,3.0,legal,False,emn,expansion,uncommon,0.18
2327,Geist of the Lonely Vigil,2.0,legal,False,emn,expansion,uncommon,0.05
2328,Geist of the Moors,3.0,legal,True,a25,masters,common,0.02
2329,Geist-Fueled Scarecrow,4.0,legal,False,emn,expansion,uncommon,0.07
2330,Geistblast,3.0,legal,False,soi,expansion,uncommon,0.09
2331,General Tazri,5.0,legal,False,ogw,expansion,mythic,0.42
2332,Generator Servant,2.0,legal,True,uma,masters,common,0.14
2333,Generous Stray,3.0,legal,False,grn,expansion,common,0.09
2334,Genesis Hydra,2.0,legal,True,nec,commander,rare,0.52
2335,Geralf's Masterpiece,5.0,legal,False,soi,expansion,mythic,0.40
2336,Get the Point,5.0,legal,False,rna,expansion,common,0.02
2337,Geyserfield Stalker,5.0,legal,False,bfz,expansion,common,0.09
2338,"Ghalta, Primal Hunger",12.0,legal,True,jmp,draft_innovation,rare,2.62
2339,Ghastbark Twins,7.0,legal,False,m19,core,uncommon,0.07
2340,Ghastly Conscription,7.0,legal,True,c19,commander,mythic,0.24
2341,Ghirapur Aether Grid,3.0,legal,False,ori,core,uncommon,0.47
2342,Ghirapur Gearcrafter,3.0,legal,True,ddu,duel_deck,common,0.08
2343,Ghirapur Guide,3.0,legal,True,jmp,draft_innovation,uncommon,0.03
2344,Ghirapur Orrery,4.0,legal,False,kld,expansion,rare,0.85
2345,Ghirapur Osprey,3.0,legal,False,aer,expansion,common,0.01
2346,Ghitu Chronicler,2.0,legal,False,dom,expansion,common,0.03
2347,Ghitu Journeymage,3.0,legal,False,dom,expansion,common,0.02
2348,Ghitu Lavarunner,1.0,legal,False,dom,expansion,common,0.15
2349,Ghor-Clan Rampager,4.0,legal,True,2xm,masters,uncommon,0.06
2350,Ghor-Clan Wrecker,4.0,legal,False,rna,expansion,common,0.01
2351,Ghostblade Eidolon,3.0,legal,True,c15,commander,uncommon,0.13
2352,Ghostfire Blade,1.0,legal,False,ktk,expansion,rare,0.33
2353,Ghostform,2.0,legal,True,m19,core,common,0.02
2354,Ghostly Sentinel,5.0,legal,False,bfz,expansion,common,0.02
2355,Ghostly Wings,2.0,legal,True,soi,expansion,common,0.03
2356,Ghoulcaller's Accomplice,2.0,legal,True,jmp,draft_innovation,common,0.01
2357,Ghoulsteed,5.0,legal,True,uma,masters,uncommon,0.08
2358,Giant Adephage,7.0,legal,True,c19,commander,mythic,1.12
2359,Giant Growth,1.0,legal,True,war,expansion,common,0.06
2360,Giant Killer // Chop Down,1.0,legal,False,eld,expansion,rare,0.26
2361,Giant Mantis,4.0,legal,True,bfz,expansion,common,0.02
2362,Giant Opportunity,3.0,legal,False,eld,expansion,uncommon,0.11
2363,Giant Spectacle,2.0,legal,False,kld,expansion,common,0.02
2364,Giant Spider,4.0,legal,True,m19,core,common,0.01
2365,Giant's Skewer,2.0,legal,False,eld,expansion,common,0.05
2366,Gibbering Fiend,2.0,legal,False,soi,expansion,uncommon,0.10
2367,Gideon Blackblade,3.0,legal,False,war,expansion,mythic,1.97
2368,Gideon of the Trials,3.0,legal,False,akh,expansion,mythic,3.01
2369,Gideon's Battle Cry,4.0,legal,False,war,expansion,rare,0.19
2370,Gideon's Company,4.0,legal,False,war,expansion,uncommon,0.59
2371,Gideon's Defeat,1.0,legal,False,hou,expansion,uncommon,0.03
2372,Gideon's Intervention,4.0,legal,False,akh,expansion,rare,0.20
2373,Gideon's Phalanx,7.0,legal,False,ori,core,rare,0.11
2374,Gideon's Reproach,2.0,legal,True,dom,expansion,common,0.01
2375,Gideon's Resolve,5.0,legal,False,akh,expansion,rare,0.13
2376,Gideon's Sacrifice,1.0,legal,False,war,expansion,common,0.08
2377,Gideon's Triumph,2.0,legal,False,war,expansion,uncommon,0.04
2378,"Gideon, Ally of Zendikar",4.0,legal,False,bfz,expansion,mythic,2.72
2379,"Kytheon, Hero of Akros // Gideon, Battle-Forged",1.0,legal,False,ori,core,mythic,3.46
2380,"Gideon, Champion of Justice",4.0,legal,True,c21,commander,mythic,0.46
2381,"Gideon, Martial Paragon",5.0,legal,False,akh,expansion,mythic,
2382,"Gideon, the Oathsworn",6.0,legal,False,war,expansion,mythic,
2383,Gift of Growth,2.0,legal,False,dom,expansion,common,0.04
2384,Gift of Immortality,3.0,legal,False,ths,expansion,rare,2.80
2385,Gift of Orzhova,3.0,legal,True,mm3,masters,common,0.14
2386,Gift of Paradise,3.0,legal,True,c21,commander,common,0.04
2387,Gift of Strength,2.0,legal,True,thb,expansion,common,0.01
2388,Gift of Tusks,1.0,legal,False,ogw,expansion,uncommon,0.05
2389,Faerie Guidemother // Gift of the Fae,1.0,legal,False,eld,expansion,common,0.04
2390,Gifted Aetherborn,2.0,legal,True,jmp,draft_innovation,uncommon,0.80
2391,Gigantosaurus,5.0,legal,False,m19,core,rare,2.16
2392,Gild,4.0,legal,True,c15,commander,rare,0.15
2393,Gilded Cerodon,5.0,legal,False,hou,expansion,common,0.01
2394,Gilded Goose,1.0,legal,False,eld,expansion,rare,1.92
2395,Gilded Lotus,5.0,legal,True,dom,expansion,rare,4.54
2396,Gilded Sentinel,4.0,legal,False,xln,expansion,common,0.04
2397,Gilt-Leaf Winnower,5.0,legal,True,cmr,draft_innovation,uncommon,0.01
2398,Giltgrove Stalker,2.0,legal,False,rix,expansion,common,0.01
2399,Gingerbread Cabin,0.0,legal,True,c21,commander,common,0.08
2400,Gingerbrute,1.0,legal,True,jmp,draft_innovation,common,0.27
2401,Gird for Battle,1.0,legal,True,jmp,draft_innovation,uncommon,0.10
2402,Gisa and Geralf,4.0,legal,True,mic,commander,mythic,0.68
2403,Gisa's Bidding,4.0,legal,False,soi,expansion,uncommon,0.19
2404,"Gisela, the Broken Blade",4.0,legal,False,emn,expansion,mythic,19.20
2405,"Gishath, Sun's Avatar",8.0,legal,False,xln,expansion,mythic,19.27
2406,Give // Take,6.0,legal,False,dgm,expansion,uncommon,0.12
2407,Give No Ground,4.0,legal,False,emn,expansion,uncommon,0.05
2408,Glacial Crasher,6.0,legal,False,m15,core,common,0.03
2409,Glacial Fortress,0.0,legal,True,xln,expansion,rare,3.25
2410,Glacial Stalker,6.0,legal,False,ktk,expansion,common,0.03
2411,Glade Watcher,2.0,legal,False,dtk,expansion,common,0.03
2412,Gladecover Scout,1.0,legal,True,m14,core,common,0.20
2413,Gladehart Cavalry,7.0,legal,True,ddu,duel_deck,rare,0.17
2414,Glaive of the Guildpact,2.0,legal,False,grn,expansion,uncommon,0.07
2415,Glare of Heresy,2.0,legal,False,ths,expansion,uncommon,0.04
2416,Glaring Aegis,1.0,legal,True,m20,core,common,0.02
2417,Glaring Spotlight,1.0,legal,False,gtc,expansion,rare,1.02
2418,Glass Casket,2.0,legal,False,eld,expansion,uncommon,0.08
2419,Glass of the Guildpact,2.0,legal,False,rna,expansion,rare,0.19
2420,Glassblower's Puzzleknot,2.0,legal,False,kld,expansion,common,0.05
2421,Gleam of Authority,2.0,legal,False,dtk,expansion,rare,0.22
2422,Gleam of Battle,6.0,legal,False,dgm,expansion,uncommon,0.16
2423,Gleaming Barrier,2.0,legal,True,2xm,masters,common,0.11
2424,Gleaming Overseer,3.0,legal,True,mic,commander,uncommon,0.12
2425,Glimmer of Genius,4.0,legal,False,kld,expansion,uncommon,0.05
2426,Glimpse of Freedom,2.0,legal,False,thb,expansion,uncommon,0.03
2427,Glimpse the Future,3.0,legal,False,m14,core,uncommon,0.06
2428,Glimpse the Sun God,1.0,legal,False,bng,expansion,uncommon,0.12
2429,Glint,2.0,legal,False,dtk,expansion,common,0.07
2430,Glint-Horn Buccaneer,3.0,legal,False,m20,core,rare,1.93
2431,Glint-Nest Crane,2.0,legal,False,kld,expansion,uncommon,0.07
2432,Glint-Sleeve Artisan,3.0,legal,True,2xm,masters,common,0.03
2433,Glint-Sleeve Siphoner,2.0,legal,False,aer,expansion,rare,0.24
2434,Gloomwidow,3.0,legal,True,soi,expansion,uncommon,0.05
2435,Glorifier of Dusk,5.0,legal,False,xln,expansion,uncommon,0.06
2436,Glorious End,3.0,legal,False,akh,expansion,mythic,0.86
2437,Glory Bearers,4.0,legal,False,thb,expansion,common,0.01
2438,Glory Seeker,2.0,legal,True,w17,starter,common,0.08
2439,Glory-Bound Initiate,2.0,legal,False,akh,expansion,rare,0.16
2440,Glorybringer,5.0,legal,False,akh,expansion,rare,0.75
2441,Glowspore Shaman,2.0,legal,False,grn,expansion,uncommon,0.21
2442,Gluttonous Cyclops,6.0,legal,False,jou,expansion,common,0.03
2443,Gluttonous Troll,4.0,legal,True,c21,commander,rare,0.12
2444,Glyph Keeper,5.0,legal,False,akh,expansion,rare,0.11
2445,Gnarlback Rhino,4.0,legal,False,m20,core,uncommon,0.45
2446,Gnarled Scarhide,1.0,legal,False,jou,expansion,uncommon,0.22
2447,Gnarlroot Trapper,1.0,legal,False,ori,core,uncommon,0.30
2448,Gnarlwood Dryad,1.0,legal,False,emn,expansion,uncommon,0.23
2449,Gnawing Zombie,2.0,legal,True,mm3,masters,common,0.11
2450,Gobbling Ooze,5.0,legal,False,rtr,expansion,uncommon,0.13
2451,Goblin Assailant,2.0,legal,True,m20,core,common,0.08
2452,Goblin Assault Team,4.0,legal,False,war,expansion,common,0.01
2453,Goblin Banneret,1.0,legal,False,grn,expansion,uncommon,0.08
2454,Goblin Barrage,4.0,legal,False,dom,expansion,uncommon,0.09
2455,Goblin Bird-Grabber,2.0,legal,False,m20,core,common,0.02
2456,Goblin Boom Keg,4.0,legal,False,frf,expansion,uncommon,0.08
2457,Goblin Chainwhirler,3.0,legal,False,dom,expansion,rare,0.45
2458,Goblin Cratermaker,2.0,legal,False,grn,expansion,uncommon,0.18
2459,Goblin Dark-Dwellers,5.0,legal,True,c20,commander,rare,0.17
2460,Goblin Diplomats,2.0,legal,True,ddt,duel_deck,rare,0.30
2461,Goblin Electromancer,2.0,legal,True,grn,expansion,common,0.16
2462,Goblin Freerunner,4.0,legal,False,ogw,expansion,common,0.03
2463,Goblin Gathering,3.0,legal,False,rna,expansion,common,0.09
2464,Goblin Glory Chaser,1.0,legal,True,ddt,duel_deck,uncommon,0.16
2465,Goblin Heelcutter,4.0,legal,False,frf,expansion,common,0.10
2466,Goblin Instigator,2.0,legal,True,jmp,draft_innovation,common,0.21
2467,Goblin Kaboomist,2.0,legal,False,m15,core,rare,0.29
2468,Goblin Locksmith,2.0,legal,False,grn,expansion,common,0.01
2469,Goblin Motivator,1.0,legal,False,m19,core,common,0.16
2470,Goblin Piledriver,2.0,legal,True,ori,core,rare,1.85
2471,Goblin Rabblemaster,3.0,legal,True,ddt,duel_deck,rare,2.54
2472,Goblin Rally,5.0,legal,True,jmp,draft_innovation,uncommon,0.25
2473,Goblin Ringleader,4.0,legal,True,m20,core,uncommon,0.40
2474,Goblin Roughrider,3.0,legal,True,m15,core,common,0.01
2475,Goblin Shortcutter,2.0,legal,True,jmp,draft_innovation,common,0.01
